"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0081008",388.379160300075,313.855957544348,365.947049973004,157.85436309542,156.426642187051,161.763369337052,0.00657836530085796,-1.16094285416781,9.36082489370649e-05,0.447220165142503,2.18188201353171
"FBtr0073423",1270.71212609467,973.636155235074,1219.88149412457,159.830977244317,321.84167153956,231.15682552724,0.00657836530085796,-2.32742402069238,9.35270574230982e-05,0.199239552281652,2.18188201353171
"FBtr0299967",164.734400181447,168.607023678926,167.38940395332,85.0065385522229,83.2829814452555,81.0047463117227,0.00701673067761093,-1.00470166598418,0.000107161203594397,0.498373179040652,2.15386519262782
"FBtr0336904",168.680223397021,139.325604940715,176.521524368073,54.2189581075232,45.8840440979688,44.6982144292184,0.0066343838777308,-1.73935787373336,9.71170788426607e-05,0.299502951665997,2.17819940300694
"FBtr0308034",359.937403878745,437.552121618513,347.469806980237,161.537504617614,162.101391078898,168.948470016272,0.0071908241026475,-1.20718490928914,0.000112030735258613,0.433112912840869,2.14322133455135
"FBtr0110971",160.717931118468,165.441059249639,137.211085098949,36.6261066470857,41.567164097571,52.9383332862531,0.00677986684047547,-1.83623440584564,0.000100718674221615,0.280051797665545,2.16877883578111
"FBtr0079667",1210.44976531656,1108.33923091159,1032.86621073044,474.436767782443,595.100951447696,576.832175269849,0.00657836530085796,-1.02921763645407,9.31950821609977e-05,0.489975787241751,2.18188201353171
"FBtr0081354",695.044616697892,814.364106194578,626.665521688156,343.043597677909,322.597539022683,321.50077735648,0.00728209069969875,-1.1040576914911,0.000116465576017687,0.465206225489965,2.13774391615553
"FBtr0088370",94.1182614332026,91.5488978226518,98.9423370407916,17.7230444670635,19.4811794938932,24.6586195115937,0.00503172764373021,-2.22138316449671,5.85269540708236e-05,0.214435673203835,2.29828287432475
"FBtr0329957",533.156747220946,560.918607150569,721.10761963622,209.855839509952,171.03913685586,141.636809178578,0.00747351457225106,-1.8019845421895,0.000130865638568402,0.286779828753385,2.12647511433214
